Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,Units,[Age],[Reporting Type],2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
"""2""","""2.2""","""2.2.2""","""SH_STA_WASTEN""","""Children moderately or severely wasted (millions)""","""498""","""Republic of Moldova""","""NUM_U5_M""","""<5Y""","""G""",,,,,,12.10955,,,,,,,4.31678,,,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_WASTEN""","""Children moderately or severely wasted (millions)""","""642""","""Romania""","""NUM_U5_M""","""<5Y""","""G""",48.16374,45.54599,40.78095,,,,,,,,,,,,,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_WASTEN""","""Children moderately or severely wasted (millions)""","""646""","""Rwanda""","""NUM_U5_M""","""<5Y""","""G""",114.07953,,,,,70.98363,,,,,47.74873,,,,,34.06913,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_WASTEN""","""Children moderately or severely wasted (millions)""","""662""","""Saint Lucia""","""NUM_U5_M""","""<5Y""","""G""",,,,,,,,,,,,,0.40273,,,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_WASTEN""","""Children moderately or severely wasted (millions)""","""882""","""Samoa""","""NUM_U5_M""","""<5Y""","""G""",,,,,,,,,,,,,,,0.95706,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_WASTEN""","""Children moderately or severely wasted (millions)""","""678""","""Sao Tome and Principe""","""NUM_U5_M""","""<5Y""","""G""",0.91005,,,,,,2.64758,,3.30538,,,,,,1.22277,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_WASTEN""","""Children moderately or severely wasted (millions)""","""682""","""Saudi Arabia""","""NUM_U5_M""","""<5Y""","""G""",,,,,,323.95331,,,,,,,,,,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_WASTEN""","""Children moderately or severely wasted (millions)""","""686""","""Senegal""","""NUM_U5_M""","""<5Y""","""G""",167.57092,,,,,162.04301,,,,,,220.46228,201.56665,215.38096,143.43468,194.2862,181.77258,232.79156,
"""2""","""2.2""","""2.2.2""","""SH_STA_WASTEN""","""Children moderately or severely wasted (millions)""","""688""","""Serbia""","""NUM_U5_M""","""<5Y""","""G""",,,,,,23.99831,,,,,17.12887,,,,18.30466,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_WASTEN""","""Children moderately or severely wasted (millions)""","""690""","""Seychelles""","""NUM_U5_M""","""<5Y""","""G""",,,,,,,,,,,,,0.33097,,,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_WASTEN""","""Children moderately or severely wasted (millions)""","""694""","""Sierra Leone""","""NUM_U5_M""","""<5Y""","""G""",94.12824,,,,,100.85955,,,111.81908,,109.07921,,,106.23642,,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_WASTEN""","""Children moderately or severely wasted (millions)""","""702""","""Singapore""","""NUM_U5_M""","""<5Y""","""G""",9.19955,,,,,,,,,,,,,,,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_WASTEN""","""Children moderately or severely wasted (millions)""","""90""","""Solomon Islands""","""NUM_U5_M""","""<5Y""","""G""",,,,,,,,3.26576,,,,,,,,6.9993,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_WASTEN""","""Children moderately or severely wasted (millions)""","""706""","""Somalia""","""NUM_U5_M""","""<5Y""","""G""",348.32293,,,,,,270.84654,,,332.20084,,,,,,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_WASTEN""","""Children moderately or severely wasted (millions)""","""710""","""South Africa""","""NUM_U5_M""","""<5Y""","""G""",,,,,407.68772,,,,255.44334,,,,310.33275,,,,139.80271,,
"""2""","""2.2""","""2.2.2""","""SH_STA_WASTEN""","""Children moderately or severely wasted (millions)""","""728""","""South Sudan""","""NUM_U5_M""","""<5Y""","""G""",,,,,,,351.15122,,,,403.36082,,,,,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_WASTEN""","""Children moderately or severely wasted (millions)""","""35""","""South-Eastern Asia""","""NUM_U5_M""","""<5Y""","""G""",,,,,,,,,,,,,,,,,,,4993.59221
"""2""","""2.2""","""2.2.2""","""SH_STA_WASTEN""","""Children moderately or severely wasted (millions)""","""34""","""Southern Asia""","""NUM_U5_M""","""<5Y""","""G""",,,,,,,,,,,,,,,,,,,25825.27913
"""2""","""2.2""","""2.2.2""","""SH_STA_WASTEN""","""Children moderately or severely wasted (millions)""","""144""","""Sri Lanka""","""NUM_U5_M""","""<5Y""","""G""",254.44909,,,,,,,264.18032,,212.08093,,,373.15009,,,,241.83345,,
"""2""","""2.2""","""2.2.2""","""SH_STA_WASTEN""","""Children moderately or severely wasted (millions)""","""275""","""State of Palestine""","""NUM_U5_M""","""<5Y""","""G""",,,54.35719,,,,,10.39977,,,20.88643,,,,8.1834,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_WASTEN""","""Children moderately or severely wasted (millions)""","""202""","""Sub-Saharan Africa""","""NUM_U5_M""","""<5Y""","""G""",,,,,,,,,,,,,,,,,,,11573.70918
"""2""","""2.2""","""2.2.2""","""SH_STA_WASTEN""","""Children moderately or severely wasted (millions)""","""729""","""Sudan""","""NUM_U5_M""","""<5Y""","""G""",,,,,,,761.8142,,,,901.99305,,,,970.13724,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_WASTEN""","""Children moderately or severely wasted (millions)""","""740""","""Suriname""","""NUM_U5_M""","""<5Y""","""G""",3.71514,,,,,,2.50735,,,,2.89083,,,,,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_WASTEN""","""Children moderately or severely wasted (millions)""","""760""","""Syrian Arab Republic""","""NUM_U5_M""","""<5Y""","""G""",119.16927,257.31027,,,,,260.12486,,,311.82217,,,,,,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_WASTEN""","""Children moderately or severely wasted (millions)""","""762""","""Tajikistan""","""NUM_U5_M""","""<5Y""","""G""",83.88541,172.77407,53.63822,50.97753,,74.62133,,66.67919,,41.52308,,,108.78169,,,,,66.4819,
"""2""","""2.2""","""2.2.2""","""SH_STA_WASTEN""","""Children moderately or severely wasted (millions)""","""764""","""Thailand""","""NUM_U5_M""","""<5Y""","""G""",,,,,,,198.19208,,,,,,269.78209,,,,203.01737,,
"""2""","""2.2""","""2.2.2""","""SH_STA_WASTEN""","""Children moderately or severely wasted (millions)""","""626""","""Timor-Leste""","""NUM_U5_M""","""<5Y""","""G""",,,24.94921,25.8361,,,,42.43057,,34.46929,,,,21.14583,,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_WASTEN""","""Children moderately or severely wasted (millions)""","""768""","""Togo""","""NUM_U5_M""","""<5Y""","""G""",,,,,,,162.47471,,62.02146,,54.97562,,,,76.19398,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_WASTEN""","""Children moderately or severely wasted (millions)""","""776""","""Tonga""","""NUM_U5_M""","""<5Y""","""G""",,,,,,,,,,,,,0.70294,,,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_WASTEN""","""Children moderately or severely wasted (millions)""","""780""","""Trinidad and Tobago""","""NUM_U5_M""","""<5Y""","""G""",4.67359,,,,,,,,,,,6.24247,,,,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_WASTEN""","""Children moderately or severely wasted (millions)""","""788""","""Tunisia""","""NUM_U5_M""","""<5Y""","""G""",24.36757,,,,,,27.30856,,,,,,30.39468,,,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_WASTEN""","""Children moderately or severely wasted (millions)""","""792""","""Turkey""","""NUM_U5_M""","""<5Y""","""G""",,,,,69.14576,,,,63.04157,,,,,122.90279,,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_WASTEN""","""Children moderately or severely wasted (millions)""","""795""","""Turkmenistan""","""NUM_U5_M""","""<5Y""","""G""",34.76501,,,,,,37.68004,,,,,,,,,28.26974,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_WASTEN""","""Children moderately or severely wasted (millions)""","""798""","""Tuvalu""","""NUM_U5_M""","""<5Y""","""G""",,,,,,,,0.033,,,,,,,,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_WASTEN""","""Children moderately or severely wasted (millions)""","""800""","""Uganda""","""NUM_U5_M""","""<5Y""","""G""",241.05315,,,,,,368.18253,,,,,316.60483,331.6267,,,,267.33121,,
"""2""","""2.2""","""2.2.2""","""SH_STA_WASTEN""","""Children moderately or severely wasted (millions)""","""804""","""Ukraine""","""NUM_U5_M""","""<5Y""","""G""",177.16543,,,,,,,,,,,,,,,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_WASTEN""","""Children moderately or severely wasted (millions)""","""834""","""United Republic of Tanzania""","""NUM_U5_M""","""<5Y""","""G""",,,,,243.44136,,,,,230.76601,401.28517,532.38306,,405.67944,349.09517,424.30455,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_WASTEN""","""Children moderately or severely wasted (millions)""","""840""","""United States of America""","""NUM_U5_M""","""<5Y""","""G""",,77.52917,,,,162.1876,,,,104.56891,,,102.54204,,59.90724,,78.42619,,
"""2""","""2.2""","""2.2.2""","""SH_STA_WASTEN""","""Children moderately or severely wasted (millions)""","""858""","""Uruguay""","""NUM_U5_M""","""<5Y""","""G""",,,6.30026,7.27619,7.72827,,,6.295,,,,3.20022,,,,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_WASTEN""","""Children moderately or severely wasted (millions)""","""860""","""Uzbekistan""","""NUM_U5_M""","""<5Y""","""G""",,,238.93021,,,,115.45946,,,,,,,,,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_WASTEN""","""Children moderately or severely wasted (millions)""","""548""","""Vanuatu""","""NUM_U5_M""","""<5Y""","""G""",,,,,,,,1.8178,,,,,,1.55074,,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_WASTEN""","""Children moderately or severely wasted (millions)""","""862""","""Venezuela (Bolivarian Republic of)""","""NUM_U5_M""","""<5Y""","""G""",110.11307,124.97861,136.99891,148.96336,149.48716,138.55152,139.50283,146.05105,131.94918,120.58859,,,,,,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_WASTEN""","""Children moderately or severely wasted (millions)""","""704""","""Viet Nam""","""NUM_U5_M""","""<5Y""","""G""",443.63173,,583.26764,718.05679,756.14323,723.32203,691.88635,717.9682,693.45804,,516.69689,325.74738,,503.57789,523.9502,496.1831,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_WASTEN""","""Children moderately or severely wasted (millions)""","""145""","""Western Asia""","""NUM_U5_M""","""<5Y""","""G""",,,,,,,,,,,,,,,,,,,1096.28685
"""2""","""2.2""","""2.2.2""","""SH_STA_WASTEN""","""Children moderately or severely wasted (millions)""","""1""","""World""","""NUM_U5_M""","""<5Y""","""G""",,,,,,,,,,,,,,,,,,,49478.3401
"""2""","""2.2""","""2.2.2""","""SH_STA_WASTEN""","""Children moderately or severely wasted (millions)""","""887""","""Yemen""","""NUM_U5_M""","""<5Y""","""G""",,,,490.59581,,,,,,,,498.93301,,639.79465,,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_WASTEN""","""Children moderately or severely wasted (millions)""","""894""","""Zambia""","""NUM_U5_M""","""<5Y""","""G""",,,129.17969,,,,,130.83917,,,,,,164.00497,,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_WASTEN""","""Children moderately or severely wasted (millions)""","""716""","""Zimbabwe""","""NUM_U5_M""","""<5Y""","""G""",,,,,,141.5953,,,,81.1582,70.2091,,,,82.96002,82.47105,,,
